Review;Product quality;Price;Service Quality;Delivery quality
"if you are bass and treble lover, these wireless earphones are for you. i bought this for rs 1499/-. i m using it with an iphone and i enjoyed the output.positive part: great design, good output for given budget, noise cancellation is good too.negative part: i experienced bluetooth connection disturbances wile exercising, u need to use equalizer settings if u do not love bass and treble.overall it is a good product....
";Positive;-;-;-
"it fullfills all requirement of music lover, action movie lovers, those who talk for long and those who listens audio books.bass is high, it depends on choice. but it doesnt kill trebel, mid and high tones so listening is wonderful experience.connectivity is very fast and battery backyup is 6hrs+ in playtime.rest all is good.
";-;-;-;-
"i didnt expect this much from boat.i got this for 1499sound quality is good and the bass is deep( great)fits so perfectlybuttons are very reliablebattety is good ( only used for 2 days)its very worthy on this budget...honest review
";Neutral;-;-;-
"damn good value for money and sound quality is excellent. noice cancellation quality is great. only thing is the ear plug wire length is bit too long for my liking. wish they could have shortened the length of the ear plug wire of the neck brace.
";Positive;Positive;-;-
"this product's sound quality is impressive. the tagline speaks for itself - immersive stereo sound is truly what one gets. it charges quickly, and lasts for a long time (5 - 6 hours of use). i also own an audio technica m50x, but now it rarely sees use due to these quite marvellous earphones. note that these headphones costed north of ?9,000, while these earphones were a fraction of that price. good job, boat.
";Positive;-;-;Neutral
"it's my first day of use and the product is overall good as expected but just one dissapointing thing is the bluetooth connectivity it cuts off in between which is not pleasing when your listening to songs otherwise the sound clarity and bass is no doubt quality and up to the mark just the connectivity factor is something which bothers me let's hope it gets better in days...
";Positive;-;-;-
"one of the best in-ear phone that i have ever used it so far.. this one rely rocks..amazing sound quality and one of the lightest ear phone suits very well for most of the sports activities...
";Neutral;-;-;-
"pretty good product. clear sound.only complain i have is every time you turn it on it announces ""hello, power on. you are now connected to boat rockers"". consider this announcement when you are halfway through in an important call and are connecting to bluetooth now. not that other parties hear the announcement but you don't hear anything from call while the announcement is on.
";Positive;-;-;-
"i'm really love it... bass lovers pls go for it.. now i'm really a fan of boat headphones... lite weight.. battery life is good it's giving continues play back of 6-7 hrs.. perfect fit... if u guys looking for a bluetooth headphones under 1500 just go for it... really worth it..
";-;-;-;-
"sound is good, noise cancellation is good, some very rare time the other side of person is unable to hear my voice which may b due to my mobile network not sure. one thing designwise i wanna mention here which i little feel uncomfortable is the size of the earpiece which bulges out so much tat when wearing helmet it gves a lot of pressure inside the ears from the helmet and it becomes air tight ?? if boat can make it little sleak or small in size!!
";Positive;-;-;Positive
"nice product at a price of 999. sound quality and noise cancellation is good. only problem i have noticed is that whenever it goes out of my mobile's range, even for 2 seconds, it doesn't get connected automatically and i have to connect it manually again. rest all looks ok.i am using it for 3 days now and battery life, call quality etc is satisfactory.can't comment on durability at this stage.
";Positive;-;-;-
"best headphone for this price range mids, bass and treble are at good tuning. bass is a bit punching which is nice for bass heads. there is no big lag in time but found a little lag in gaming audio. neckband is extremely light weight can't feel it like wearing and flexible too.
";Positive;-;-;-
"completely perfect product. sound quality is really awesome. i'm real sound quality seeking guy. the product meet my requirements. super bass and clear sound as well. it really plays all kind of frequencies. noises cancelled by 97%. it's genuinely toched me. thank you boat. thank you amazon.
";Positive;-;-;-
"i got it yesterday,used it for mrng walk,quality is good,very comfortable to wear,call quality is good but not great,base and vocals are clean and neat,noise cancellation is good enough,but what i found was there is lot of disturbance and noise while playing music online,sometimes i felt like it is getting disconnected for a fractiin of second, then playing again,thats d only thing i found in cons, but overall a very good buy in the price range.
";Positive;Positive;-;-
"i bought this product three months ago, and until now i'm satisfied with the performance. it's battery life is amazing, one single full charge can last upto days if your use is average hours per day.sound quality is good bass is little on the low side. it has water and sweat resistance, makes it very easy for me during exercise, without the fear of damage to my product.it comes at an optimal range, buying it is win-win.
";-;-;-;-
"i have purchased this product 2 months ago now after using i can say this nice product in this range...sound quality is good, just need to improve battery life bit more,once you charge you will get 2-3 hrs maximum backup.you can add only one device at a time although there are other bluetooth headphones comes with dual connection.there is no magnet or any kind of knot so you have to be very careful every time when you are not using
";Positive;-;-;-
"for the price these are good, the sound quality is decent, not awesome noise cancellation, but at this price this is one of the best in bluetooth. the battery life even after using it for 3 months is very good, i keep them on the whole day and recharge them at night.
";Neutral;-;-;-
"this boat rockrez 255 wireless bluetooth headset bought from amazon but it doesn't work with two device at a time when connecting a laptop it rejecte mobile when connecting mobile it doesn't support laptop this is very bad and aslo when a incoming call receive ringtone sound coming out from the phone not from boat rockrez it's taking to much irrigation when hearing from the boat rockrez ear paining few minutes other wise not bad at all
";Neutral;-;-;-
"hey guys,i bought boat rockerz 255 sports bluetooth wireless earphone & i am completely satisfied with this product. its really awesome and i am loving this earphone easy to connect with awesome sound quality. if connected on call it works well and reduce the noise i mean noise cancellation works well. the person i was speaking to cannot identify i was using earphone. its value for money.
";Positive;-;-;-
"not bad.best bluetooth earphones in this price segment.noise calcellation is effective to a extentsound quality is great.battery life is awsome. last upto 6hrs in normal daily usage.what i expect is a collar clip at the back so that when you are on bike wearing a t shirt it wiil not slip of from neck.baki to sab thik hai.
";Neutral;-;-;-
"as expected makes life easy with two bt pairings with a single device, voice clarity is good but noice cancellation is not as expected. otherwise great product for its cost & better then competition
";Positive;-;-;-
"good battery life. bass is kind of overpowering. the earplugs that come with it was too uncomfortable for me. maybe fir others it would fit better. overall i would rate it 7/10.
";-;-;-;-
"we're using this product for a month now. it's really good. i was using samsung level u but the wire snapped. this one is pocket friendly, flexible and worth buying. i went by amazon choice and for the first month i'm really happy. hopefully it works like this for a long time.
";-;-;-;Neutral
"product got deliver timely. sound quality is very good when listen music or from youtube.battery backup last up to 4-6hrs depending upon usage. thanks to boat bluetooth speakers.
";Neutral;-;-;-
this is the best bluetooth earphone under 1k price segment. offers good sound quality with perfect bass. design looks cool and light-weight, overall its a perfect fit.the only problem is with its ear log fit.go for it ;Positive;-;-;-
"the product is quite sturdy, flexible and has great music quality but unfortunately the absence is noise cancellation makes the caller on the other side to listen to more of the background noise and voices than yours.
";Neutral;-;-;-
"pros:-1. sound quality exellent.2. battery backup good 7 to 8 hours but it's intial days.3. stylish and light to wear on neck.4. i got it at 999 rs onlycons:- 1. previous and next buttons are missing, which are even available in chinese scraps 2. mic not working good, have to speak louder or repeat.
";-;-;-;-
"i want to tell everyone i was so confused to take wirless headphones or bloothooth headphones. but now my confusion is totally cleared... one time investment boat headphone. i want to must say boat headphone are very reliable and very clear sound with superb base. this is not only me talking about headphone my brother also having boat wire headphones and he is very satisfied... thank u amazon... and for one day delivery thank you so much
";Neutral;-;-;-
"after using it for 3 weeks i'm giving this review.. i bought it for 1200.. sound quality is good with more bass.. if u don't want that much bass means u can change the hear bud to a smaller one.. quality of the product is also good i guess it will be a durable one.. battery life is ultimate.. if u use it for 3 hrs a day it will last for 1 week.. since i'm using it for my gym i feel very comfortable with this battery life..
";Positive;-;-;-
"these earphones are awesome and there is no trouble with them. those who are saying that they don't have bass are wrong i have used them and the bass is seriously pretty strong for wireless earphones in such a price range. they are not over priced as well. moreover while talking over them the person on the other side also didn't face any difficulty hearing me. these earphones are great, i personally highly recommend these.
";-;-;-;-
"i have heard better sounding headsets and was honestly a bit disappointed for the quantity of sound. the mids and lows are not up to the mark. it's good for voice only application.
";-;-;-;-
"this is the 4th product of boat i have bought and this is as good as the previously bought headphones.in this price range these are far better than any other brand.pros.battery backup is very good.bass is excellent.sweat proof.very good build quality.cons.packaging can be more better.
";Neutral;-;-;-
"good bass and sound at this (1000-1500 rs) price.pathetic battery indicator, it will show 100%-80% till 4.5-5 hours and suddenly low battery indicator blinks.avg battery backupdecent looks
";-;-;-;-
"i'm giving 4 stars as overall because the product is all good but the packaging wasn't satisfactory. the box was bit damaged fortunately the product wasn't damaged. sond quality is above average but the better thing in such price is ipx5 sweat resistant. noise cancellation is good too.so try to order this separately for better packaging service rather than adding to your cart and buying more than one product.
";Positive;-;Positive;-
"pros:bass(9/10)durability(9/10)build quality(9/10)confortable(8/10)sticking to you ears(10/10)nise cancellation (9/10)cons:battery life could have been better(7/10)sound clearity (6/10)and some time it breaks the audio.
";-;-;-;-
"overall a good headphone at this price point. using for 2 months now. the built quality is good & battery life is good as well, enough for a day i.e. 7-8 hours. sound is decent and has good noise reduction. the only problem is when i connect my phone first and then my laptop, the phone incoming call sound doesn't work. always have to do it the other way, which fixs the issue.
";Neutral;-;-;-
"i have been using since 1 day and build quality was great , i use boat rockerz 225 headphones which has very good bass when compared to this but at this price range it is bestpros:?? battery life was simply superbbconnectivity is fastsound quality is good and bass is punchybuild quality is good as per price of 999/-cons :wire is long
";Positive;-;-;-
"awesome !!!go for itthe angle of ear tip makes extremely comfortable and with best noise and the secondary holder on top cancels every external noise and makes it perfect for sports.i’ve used it for gyming,badminton,table tennis and for movies and web series.and working of siri is superb and does every task i have given to siri through earphone.
";-;-;-;-
"sound quality: insane bassbattery life: a bit mediocre but given the price and build quality, it's cool.durability: i've owned boat products before, i can vouch for it's build quality.verdict: packs a helluva punch when it comes down to audio quality and fits into the wallet pretty well. a must recommend from my side. research the product tech specs on the internet for more information.
";Neutral;-;-;-
"absolute rock star! no problem in paring with any phones, tried with iphone,samsung and pixel2. work flawlessly. great sound and bass effect. great noise cancellation. overall a 5 star product.
";-;-;-;-
"i am using this for last two months. over all performance is very good. i am using only call purpose. battary life is about to one day.call is very clear & loud.
";-;-;-;-
"product is fine with 4-6 hr talktime. what i dislike about this product is the length of cord which is quite long and sometimes irritate.otherwise as a bluetooth headphone... good product
";Positive;-;-;-
"great product at this range.i bought this product at 999 in sale.battery backup is so good it works about 8hr when full charged.best part is that wire is tangle which makes its different and best than others.i use jbl but sound is good as compared to jbl.
";Positive;-;-;-
"got this for rs 999. such a steal! although battery life should’ve been designed for more than 6 hours, i got no other reason to complain. the red colour looks really good. go for it.
";-;-;-;-
"sound quality is a strict meh; there's loads of bass but it's the boomy bad quality bass. there also seems to be some static from bluetooth at times. but serves just about all of my purpose for 999rs. and yes, battery life is fantastic.
";Negative;-;-;-
"sound is amazing , build quality is good,but the range is pretty less. if you leave your phone in the other room, connectivity is gone .otherwise all is good , worth the money spent.
";Positive;-;-;-
"if you're looking for a sporty wireless earphones with mic, go for it. highly durable,well suited for workout sessions due to it's moisture wicking feature. i'm in love with the lightweight and comfortablity. battery life is good (over 6 hours). sound quality is above average vis-a-vis other bluetooth earphones in the given price range. noise cancellation, there's room for improvement.
";Neutral;-;-;-
"beat bt earphones go for it best sound and best noise cancellation. good for students and music wow. great battery life upto 7 hrs with 75% volume. good remote control can take calls and and change the tracks. good for calling also. good mic i love it.
";-;-;-;-
"in 1000rs sound quality is very good. bass in this price is very good.pro-sound qualitybass(sometime over)price(1000rs in sale)battery backupcon-build quality is not that good, it is ok.microphone quality is not that much good.very good for base lovers.over all its a good deal if you buy this in 1000rs
";Positive;-;-;-
"i bought this product for rs.1000 from amazon as it was on an offer. i must say it's such a wonderful product at this price. it's been more than 1 month now and i am using it for more than 3 hours everyday and no issues as of now. great sound quality, good battery life, great product at this value.
";Positive;-;-;-
"the product is highly light weight, suitable for joggers & gymnasium freaks. also since it is sweat proof & water proof makes it highly compatible with the above mentioned users. the bass is terrific. the noise cancellation is up to the mark. supports google assistant with a one second press of the power key.got it for 1499 just a little over 24 hours of order.'v'
";Neutral;-;-;-
"i got this earphone for 949 rs. it is worth for price. sound quality is very good and bass is also very much high. and design and color is also very attractive. it is little bit uncomfortable for running. because of very long size its bounced while running.good for gym and crossfit workout. you can buy upto 1299 rs.
";Positive;-;-;-
"too much bass effecting the sound quality. mid and treble are nowhere balancesand has to use equilizer. not recommended if you want to listen old hindi songs else good for current remixes trend.
";Neutral;-;-;-
"its pretty decent wireless earpiece at this price range , brought it for 999 rs1.sound quality is good at first but now its become avarage ,2. bass is good3. battery backup is also good at first its runs around 6-7 hours but now 4-5 hours5. true sweat proofing , even i have used it under heavy rain but its work fine till now6. avarege build quality
";Neutral;-;-;-
"bought these at 999/- . decent sound and good quality. but sometime i face too much of interference while driving, couldn't know the exact reason. anyway i suggest to buy if you are looking for some midrange headset.
";Positive;-;-;-
"good sound quality product for this price. battery is good as it comes for 6hrs of usage. my only concern is mic quality is not as expected as more surrounding noise is captured when speaking. other than this it's money worthy.
";Neutral;-;-;-
"one of the best budget bluetooth headset. it has a decent amount of bass, a bit lacking in volume. the passive noise cancellation is great. the product is definitely worth it's price. the delivery was fast too.
";Positive;-;-;Neutral
"wanna tell u when i bought it for first time. it was the best then any of the headset i have ever used. and after that i ordered two more. but they where the fake or was not that good. sound was too bad and the bluetooth chip set was different from the first i ordered. i can say they where not original. so i replaced them and again i got the fake one so i finally returned them.
";Negative;-;-;-
"not for heavy bass heads, but yes a decent sound delivery......battery life could have been a lil better however its not that baddurability is something that i just love this device for.......kudos to boat team, i won't comment on sound quality but again the sturdy hulk alike built quality durability at its best.over all a great product ..... ?? ?? ??
";Positive;-;-;Neutral
"it is the best earphones i ever saw. it's sound quality is best with a very good bass, it is comfortable to use u can easily wear it for 5-6 hours, it's battery backup is really good u can use it for whole day in one charge, when u wear it , it cancelles the outer sound u just hear it's sound . if ur watching for a budget neckband earphones u should buy it. thanks for reading full review....
";Positive;-;-;-
"it's good product but i feel no use of war hooks and i removed them from my headsetssound is finebass is not soo clear as i expectedoverall if ur burget is 1500 can buy these
";Positive;-;-;-
"absolutely impressive!sound quality is good.build quality is good.it came fully charged so no need to charge it initially.amazon packing and delivery on the dot as always!
";-;-;-;-
"thir should be carry case and hookes that are fits in ear side should be available in different sizes according to ear. overall product is good.
";Positive;-;-;-
"bluetooth connectivity 5 out 5sounds quality;vocals 4 out 5bass 5 out 5instruments sounds 5 out 5battery;battery stand by time awesome more than 1 weekbattery performance 5 hr to 8hrcharging time 2hrbuild quality is excellent and waterproofworth of buying product 4.5 out 5
";Positive;-;-;-
"the product is super.comes with hard bass.treble is also good. good for workout as it doesn't get off your ears easily,the magnet gets seperated sometime while running but thats fine though.total value for purchase.
";Neutral;Neutral;-;-
"good product but not comfortable in ear it make some disturbing sound when listening at low volume i am not sure why this is happening may be it is there will all wireless earphones which make unclear sound. battery is good but after reaching 60 percentage it fall very quickly.bass is superb best bass earphones.
";Positive;-;-;-
"pros1. looks stylish2.great sound quality3. good battery4.ergonomic design.cons1.irritating announcement every time you connect/disconnect or power on/off the device a small beep would have been fine for me.2.not exactly a con but latency is a little high so if you are thinking to play games while wearing this be prepared for the lag.
";-;-;-;-
" value for money.sufficient battery backup for a day.however, the wireless range is comparatively very short.
";-;-;-;-
"sound quality not as expected. used boat wired ear phones earlier. compared to that it is not effective. old piece having issue with left side after using 1 year. but i preferred boat again because of quality,but disappointed with wireless piece.
";Neutral;-;-;-
"superb bass probably the best in this price range.battery life is ok last up to 4 he's on full charge. got them @999 at this price it is a steal deal.thank u amazon. these earphones or way better than jbl.
";-;-;-;-
"till date best headphones i had. it is nice product, however few time i do face disturbance while i'm listening to music. also there is no indicator for low battery warning. all of sudden a voice comes which says oops battery low n the bluetooth is switched off. rest all is awesome.
";Negative;-;-;-
"just go for it with no second thought since it has good bass and sound quality for attending calls is awesome without any noise and didn't feel bad at all after purchasing this product and it is worthy for your money.
";-;-;-;-
"bought it in sale for ?1099. much more worth than its price. the bass is real good and so is the battery life.. it charges too quickly and it connects fast too.. it can connect two devices simultaneously and its a great deal for such minimal price.. also the delivery happened within one day so yeah a review from a happy customer??
";Positive;Neutral;-;-
"a compact product by boat at this cool price point, such a good product for bass lover. fitting is good, noise cancellation is best looking at the price, bass is awesome.cons are bit lengthy, low and mid tunes are not clear sometimes.overall is a highly recommend product to all budget bass and music lover.
";Positive;-;-;-
"very good sound quality, battery life and bass??but when we will keep in pocket getting some distribution and not connecting properly, voice or song fluctuating. otherwise good
";Neutral;-;-;-
"in this headphone, you will hardly find any loopholes. but while talking over the call on whatsapp or on other platforms, this headphone doesn't allow noise cancellation of surroundings. here, it takes back its seat from being perfect.
";-;-;-;-
"awessome!!good sound than expected.. good noise cancellation... comfort in ear and mic is also good for calls...worth for price below 2k.. i bought it for 1500
";-;-;-;-
"the headset range and the battery backup is good. superb bass but sound quality is poor for treble. lack of sound clearance and the mic is not clear to the receivers end during phone call.
";-;-;-;-
"the product is good with great bass the only problem is when we call someone the voice breaks & and battery drops from 20% to direct zero.one star less because of that other wise good product
";Positive;-;-;-
"i got these earphones about a month ago, and after using them for a month now i can say that i m pretty much satisfied by their performance, battery is decent last about 5 6 hours on full charge, sound is really good it works really well on high end it's just bit unclear when it comes to low ends, so overall a good product in the price range they come in
";Positive;-;-;-
"it's my first review after using my product for 30 minutesexcellent sound system and flexibility is awesome.will give battery and full review after a week utilisationnote: if u listen with full sound in this headset it may spoil your hearing capability less volume in the headset itself had good quality.
";Positive;-;-;-
"sometimes there is connectivity issue. i have one plus 5. when phone is in pocket there is connectivity isssue every 2 mins. there is disturbance of connectivity loss for few milliseconds. dont know whether it is earphone's or phone's issue.
";-;-;-;-
"using this for he past two months- the sound is balanced with adequate lows, mids and highs. while the bass is ok for normal listeners, don’t expect much if you are a bass head. wished a better version of bluetooth was given for more seamless experience; it sometimes losses connection when the mobile is in pocket. overall, a good buy at this price point
";Positive;Positive;-;-
"good product. aprox. 6 hour battery life on fuul volume. bass is good. confrtable. one issue its not foldable or packet carry.
";Positive;-;-;-
"it is one of most selled and awesome product by boat. the base is high. sometimes it shadows vocals. but if you are new in this price range earphones then you can't get any cons about this product. the battery life is also good. while charging in morning, u can use it whole day easily.must buy product if you want budget wireless earphones.
";Neutral;-;-;-
"got it today. writing this after using it for 2-3 hours. bass is to too good for in ear earplugs. i am an edm guy so what i want is good bass and loud music , boat rockerz fulfills it no doubt !! noise cancellation is good ! supports voice assistant ! just go for it ! i am satisfied with the quality of sound, the beats everything! !
";-;-;-;-
"have been using past 4 days. wonderful earphones, worth every penny. light weight.battery life lasts up to 7 hours of continuous music and calls on full charge. sound quality can be improved.
";Neutral;-;-;-
"sound clarity is really awesome feels like theatre effect however it does only 50% noise cancellation for the calls which is ok for 1500 rupees headset. overall good for sound, however noise cancellation needs improvement
";-;-;-;-
"good product with good connectivity and sounds best if u use at 80% volume u can experience a good feel around neck dose not feel weight too much battery backup is good it runs about 5 hrs in single charge which is sufficient for me for 2 days good product if u think u need bass u can have it
";Positive;-;-;-
"best in budget.. sound quality is awesome.battery works for a day in an hour of charging.little delicate but worth buying it.
";Neutral;-;-;-
"what i felt is i had boat 225 wired earphone so if i compare the wired to this wireless 255 then its 19-20 difference, boat 225 wired gives 1 point better experience than the 255 wireless one, battery life is good of the product, magnets do there job as expected. i bought this for 1500 so overall good product, will recommend this.
";Positive;-;-;-
"got this for just ? 1k and the sound quality is excellent considering this price.the noise cancellation of these earphones is pretty good .i was using a basic in ear style earphones and now i can feel there's so much difference in the sound quality.'boat rocks' ??????
";Neutral;-;-;-
"best earphone with mic nice sound quality, noise cancellation best other people notice that you talk on mobile or earphone....most important hands free if your long time talker or working in office then this is best option to do multitasking.around my 5 friends using same product no issues 2 earphones are 6 months+ old no complaints.
";Positive;-;-;Neutral
"one of the best brands that fits in everyones pocket. bought for 999, superb sound quality even when compared to samasun icon earbuds. the earphones may lack storage but the sound quality is mind blowing. just in love with them.
";Neutral;-;-;-
"if they give additional locking buds it'd be good. some times it gives pain when we use long time. if you want to hear best out of this earphone use small buds provided with this model. because when u use bigger one u'll get great bass but u'll not hear treble. i changed it with small bud, it's sounds great and clear.
";-;-;-;Neutral
"this product is very good, especially at it's price range it's one of the best you can get.it's light weight, rugged type, and good sounding. bass heads will absolutely love it.overall a good deal if you can get it around 1500. i got it for 999 in amazon.
";Positive;-;-;-
"good sound quality and perfect delivery by amazonoverall a satisfying performance as using it from last 3 days. battery performance is also good.basic requirement while gym so been good and usefulpricing can be a bit more competitive
";Neutral;-;-;Positive
"it's an amazing earphones with great noise cancellation n sound clairty, but if bass your kinda thing, then you should go for boatz headphones.
";-;-;-;-
"sound quality is nice, battery also is good but need to improve range for connectivity. the product is awesome and is really good earphone with bluetooth in this range.
";Positive;-;-;-
"only one thing is bad which is little bit long lead otherwise everything is good. i gifted this to my husband and he likes it so much. thanx amazon..
";-;-;-;-
"love it nd the bulid nd sound quality is far better than than the other valuables bluetooh earphones. .... i already won a bluetooth of bose nd the comparison of bose nd boat where same sound feedback . .... nd i used this continued from the day i charged it nd its long lasted max to max 4 days . ...
";Neutral;-;-;-
"all the features listed make it a very desirable earphone for me. but thing which is not mentioned here and i found out about it only on arriving is its dual connectivity. it is able to connect to my laptop and phone simultaneously and i need not have to use a separate earphone. i liked this dual connectivity feature very interesting to me.
";Neutral;-;-;-
"this product has amazing sound quality and fulfilling my all requirements and do satisfied... go for it if you are bass lover or clear sound u want...
";Positive;-;-;-
"other boat headsets had poor bass and was very noisy at times. but this one stands out. it was nice listening to songs for long time. during voice calls, if u lie on right side and talk, voice gets stuck as the connectivity is getting disturbed. dont know if its normal. otherwise its a must buy...!
";-;-;-;Neutral
"absolutely awesome earphones if u are tired of those wired kind of thing going just down there and annoying go wireless also the massive noise cancellation is very good with one charge it works on 5-6 hours of playback.it gives voice commands on this whether u are connected to the earphones or not.
";-;-;-;-
"very good. bass is on the higher side. but i enjoy high bass. very good for songs. noise cancellation is wonderful. call quality is also good.
";Positive;-;-;-
"the product is good with its sound quality and battery. but i doubt its durability as its very light and thin. not worth to buy for 2500/- as i got it in 1000/- in amazon deal and hence no regret.
";Positive;-;-;-
"for me, this earphone is working like so far so good because i'm using it from just a month. actual review will come after 5-6 months of usage.
";-;-;-;-
"product is very good but given charging cable is defective so using mobile charging cable, bluetooth connectivity is good but anything like your hand comes between headphone and mobile, you may feel some disturbance in connection
";Positive;-;-;-
"at this price range sound quality must be improved... rest it's definitely a option for budget bluetooth earphone
";-;-;-;-
"the sound quality is good,noise cancellation works perfectly. bluetooth connection works fine, the wires could have been a little shorter. battery also works fine, the only thing is when indicator is shown for low battery (20%) it drains within minutes.
";Positive;-;-;-
"i'm happy with the product good sound quality and battery life but mike is not that good... i am using it on my gym and its comfortable..
";-;-;-;-
"awesome earphones in this price segment1)first of all i will talk about the basethe base is really awesome that can give u the beats of each songs2)second i liked the noise cancellation it's really awesome even while sitting in train u cants feel the noise passing the train besides youoverall i love the product
";-;-;-;-
"headphone is great so far but only downside is am not able control call with this, if i increase its volume during it gets increased but when i try lower down the volume i didnt find any way in both ways increase or decrease volume only increases also after 30 percent of volume it starts prompting volume down volume down
";Neutral;-;-;-
"the best wireless bluetooth headset under 3k boat rockerz but i've got it for 999 and this is a best headset under this price tag ..... sound quality is owsome .. not any type of pain in ear very crystal clear sound i love it ... if any one wants a bluetooth headset just go for it ... and don't think about any negative comnt .... i can say that boat rockxxx...
";Neutral;-;-;-
"ah the thing is, i bought this earphones for morning running but you still need to develop it. it fits good when you are walking but while running mostly it doesnt keep balance and fell off. do more design like samsung level u earphones where weight is added so they wont fell off and some need some fitting arangement in shape to fit properly in ear.
";-;-;-;-
"product quality good. packing good. but sound clarity average. pairing and on/off all in one button, so little different to use, specifically for a non tec savvy person.battery life good. charging time, average.
";Neutral;-;-;-
"excellent battry life quality is also good but sound is fine not very good as i expected from boat but good..i got it ?1099 excellent !! else it is wroth of 2500? but everything is fine i suggesting every one can buy this
";Positive;-;-;-
"i go to gym wearing these earphones. sound quality is good and they didn't stop working after a rough use in gym. sweat and weight, they have gone through it all and still working. adding this review after two months of use.
";Positive;-;-;-
"if you want to purchase best headphone under 1500rs so it is a best product. sound quality is so good but but wire is long so when i running on the track then it create a problem but another quality is so good............
";Positive;-;-;-
"was interested because i bought their sound bar which was sensational. however, i'm quite disappointed with the sound quality. it lacks bass.that being said, if my expectations weren't that high based on my previous experience, it would be a decent choice.
";Neutral;-;-;-
"build quality is awesomevery light to handle.battery backup is good last for 5 hours on single charge.can keep volume to 30% is well and good enough to hear clearly.ear bud are good and able to easily fit in ears.there is magnetic lock but it doesn't have any function this is only con of this product
";-;-;-;-
"it has decent sound quality and battery life, the product feels delicate but no problems so far. this product is a good buy for the price
";Neutral;Positive;-;-
"we should speak louder whenever roaming in streets... call receiving person cannot hear my voice clearly even am walking... but quality and bass is mass. one day it slipped from my hear while am driving. then it was hitted by auto. then i took it again using it.. still the quality of sound not changed.
";Neutral;-;-;-
"sound is good quality in manufacturering is also good bluetooth working smoothly not find any connectivity issue....i got this approx ?1100 on sale on amzone....in my apponeion it's good product till ?1500.but it's not good after that price.go with tagg inferior if u have more money to invest in bluetooth earphone.
";Neutral;-;-;-
"i bought this together with huawei y9 for free ,i always wanted one wireless and finally got it , seriously guys the product is amazing if you get this for 1.5k also you'll be very happy with the product,good sound and very much comfort in ears ,go for it guys !!!!!!
";Positive;-;-;-
"i ordered 5 bluetooth earphone headsetsamong them all i kept only this onesound quality and bass owsomequality material used is very goodfits on ear very nicely
";-;-;-;-
"very good sound clarity with bass. the neck band is very flexible. you do not have to worry about handling. it looks like it would withstand rough use to a good extent. overall a very good basic product. i have used many other boat wired and wireless earphones. this is not a long term review of the product though.
";Neutral;-;-;-
"i bought the product during amazon sale the product is good. it's durable the sound quality is also good , if you are serious sound/music lover then you can check other options but personally this is all i wanted for my workout.
";Positive;-;-;-
"this headphone is a good quality headphone and it's bass is also good. wires connnected to the speakers are thin and could be little thicker.
";Neutral;-;-;-
"value for money product. before purchasing this item, i used to think that bluetooth earphones are not good. but this earphone change my mind. the design and sound quality of this headset is awesome. and battery life is also good. if you need such device, then go for it. i purchased it for ?1400, but can get it at 1000 in sale.
";Positive;-;-;-
"i purchased this on 23rd jan19 and was fully satisfied by this product. however since 14th feb, some weird sounds started to come during call. it's irritating and can not do anything. replacement days are gone and dont know what to do. i should have gone for jbl paying small difference. its on luck i guess......
";-;-;-;-
"everything is really good at such price range cons:1. battery indication is not perfect. its shows level of 100,80,60,20. so before you know, you might run out of battery.2. sound reception of mouth piece is not perfect. surrounding noise is heard more prominantly at far end rather than speaker's voice
";-;-;-;-
"its been a month now... first of all its a neckband wireless in the ear headphone.. the sound is more like boat basshead 255..i have used 255 earlier.. battery backup is probably 5-6 hours.. i got it in sale at 990.. and at this cost its worth it...
";-;-;-;-
"thanks amazon to fulifll my cartits a very good bluetooth headphonesgo guys n buy..you will never regreti bought in amazon sale with 10 percent cashback 900 rs
";-;-;-;-
"best budget wireless earphones. bass heavy (as expected from boat) above average clarity. mic is also average. getting a little over 5 hours of battery life with constant usage. hate the fact that for the last 10-15% it keeps on saying low battery every couple of minutes.
";Negative;-;-;-
"sound is like good but its not good as we are expecting from the company name - boat !yup it work fine with my oneplus 6 .bluetooth range is fine with my handset but it is not good with redmi note 4 ,5 and 6 . it will show some lag when your handset is in your jeans pocket.
";-;-;-;-
"sound quality is good but the volume compared to the boat rockerz450 is way better.. since its a in -ear headphone boad could have worked on it a little more.. the bass and great.. there is no screachy sound while listening to music, video or any vocal sound..battery is good..good quality product.
";Neutral;-;-;-
"this is my 5th boat's product in last 3 years ...i trust this company's products blindly.. this earphones is value for money.. very light weight .. sound quality is awesome... purchase it without wasting time ur time in reading reviews .. go for it ..sound quality is no doubt best in this segment...
";Positive;-;-;-
"it's really good...clear sound and some extra bass..it's good think that when you listen old songs that time you feel little bit of bass of old songs...this product i've use on mi device it's good...but others handset's have not to good sound..if u change sound effect then you satisfy.thank you..
";Positive;-;-;-
"what an item it is!! must say, the sound quality, the design, specially the bass effect is just perfect. while the songs are played, you just loose yourself in the mood and the sound quality makes you feel that it is real. completely happy purchasing the product. please purchase if would like to.
";Positive;-;-;-
"honestly speaking sound quality is not as expected, bass is good but rest all not so great,battery is not bad i get 6-7 hoursdurability is good,connectivity is not good, regular disconnection happens while you move few meters or while traveling which is not expected.overall i would rate this below 4
";Positive;-;-;-
"omg??it's an amazing product in this price range. battery life is very good. sound quality superb. facing difficulty in fixing in my ear but i can say it's a great product for purchasing. arrived early. love the product. will buy again.
";Positive;-;-;-
